intent,example_sentence,response_template
emergency,Kalp krizi,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Felç,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Nefes alamıyorum,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Göğsüm ağrıyor,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Kalp krizi,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Felç,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Nefes alamıyorum,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Göğsüm ağrıyor,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Kalp krizi,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Felç,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Nefes alamıyorum,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Göğsüm ağrıyor,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Kalp krizi,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Felç,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Nefes alamıyorum,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Göğsüm ağrıyor,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Kalp krizi,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Felç,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Nefes alamıyorum,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Göğsüm ağrıyor,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Kalp krizi,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Felç,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Nefes alamıyorum,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Göğsüm ağrıyor,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Kalp krizi,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Felç,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Nefes alamıyorum,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Göğsüm ağrıyor,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Kalp krizi,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Felç,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Nefes alamıyorum,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Göğsüm ağrıyor,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Kalp krizi,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Felç,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Nefes alamıyorum,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Göğsüm ağrıyor,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Kalp krizi,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Felç,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Nefes alamıyorum,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Göğsüm ağrıyor,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Kalp krizi,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Felç,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
rejection,Teşhis koy,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Reçete yaz,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Ameliyat gerekli mi,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Teşhis koy,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Reçete yaz,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Ameliyat gerekli mi,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Teşhis koy,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Reçete yaz,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Ameliyat gerekli mi,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Teşhis koy,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Reçete yaz,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Ameliyat gerekli mi,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Teşhis koy,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Reçete yaz,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Ameliyat gerekli mi,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Teşhis koy,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Reçete yaz,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Ameliyat gerekli mi,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Teşhis koy,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Reçete yaz,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Ameliyat gerekli mi,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Teşhis koy,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Reçete yaz,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Ameliyat gerekli mi,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Teşhis koy,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Reçete yaz,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Ameliyat gerekli mi,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Teşhis koy,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Reçete yaz,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Ameliyat gerekli mi,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Teşhis koy,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Reçete yaz,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Ameliyat gerekli mi,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Teşhis koy,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Reçete yaz,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Ameliyat gerekli mi,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Teşhis koy,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Reçete yaz,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Ameliyat gerekli mi,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Teşhis koy,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Reçete yaz,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Ameliyat gerekli mi,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Teşhis koy,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Reçete yaz,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Ameliyat gerekli mi,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Teşhis koy,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Reçete yaz,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Ameliyat gerekli mi,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Teşhis koy,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Reçete yaz,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Ameliyat gerekli mi,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Teşhis koy,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Reçete yaz,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Ameliyat gerekli mi,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Teşhis koy,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Reçete yaz,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Ameliyat gerekli mi,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Teşhis koy,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Reçete yaz,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Ameliyat gerekli mi,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Teşhis koy,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Reçete yaz,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Ameliyat gerekli mi,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Teşhis koy,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Reçete yaz,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Ameliyat gerekli mi,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Teşhis koy,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Reçete yaz,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Ameliyat gerekli mi,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Teşhis koy,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Reçete yaz,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Ameliyat gerekli mi,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Teşhis koy,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Reçete yaz,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Ameliyat gerekli mi,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Teşhis koy,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Reçete yaz,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Ameliyat gerekli mi,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Teşhis koy,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Reçete yaz,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Ameliyat gerekli mi,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Teşhis koy,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Reçete yaz,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Ameliyat gerekli mi,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Teşhis koy,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Reçete yaz,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Ameliyat gerekli mi,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Teşhis koy,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Reçete yaz,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Ameliyat gerekli mi,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Teşhis koy,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Reçete yaz,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Ameliyat gerekli mi,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Teşhis koy,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Reçete yaz,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Ameliyat gerekli mi,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Teşhis koy,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Reçete yaz,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Ameliyat gerekli mi,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Teşhis koy,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Reçete yaz,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Ameliyat gerekli mi,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
rejection,Teşhis koy,⚠️ Bu konuda kesin yanıt veremem çünkü tıbbi teşhis/reçete yazma yetkim yok. Size genel bilgiler verebilirim ama kesin kararlar için mutlaka doktora başvurun.
